Location,Address,Size of Billboard,Literacy Rate,Male,Female,Young,Middle Age,Old Age,Poor,Middle Class,Rich,Cost,Vehicle Count,Link
Andheri (EAST) 23143,"Vakola Flyover: Western Express Highway, Opp Reliance Energy",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,350000,9720,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-23143
Andheri (EAST) 28112,"Western Express Highway Andheri, Jog Flyover, Traffic from andheri towards Bandra",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,140000,7750,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-28112
Andheri (EAST) 36847,"Beside Synergizing Technologies, Traffic From Vile Parle Towards Malpa Dongri (Right Hand Side)",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,129000,7550,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-36847
Andheri (EAST) 37139,"Before Andheri Flyover, Traffic from Malpa Dongri, Towards Shivaji Maharaj Smarak",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,100000,5900,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37139
Andheri (EAST) 37714,"WEH Andheri Pump house , Traffic From Andheri East Towards Kandivali East",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,131000,7600,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37714
Andheri (EAST) 37254,"Near Sai Service, Traffic From Vile Parle Towards Goregoan",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,164000,8000,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37254
Andheri (EAST) 36819,"Beside Sant Nirankari Satsang Bhawan, Traffic towards Jijamata Colony",400,91.6,53.475,46.525,45,49.8,5.2,51,17,32,41000,5500,https://www.themediaant.com/outdoor/hoarding-vile-parle-mumbai-36819
Andheri (EAST) 36846,"Beside Synergizing Technologies, Traffic towards Malpa Dongri",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,105000,6350,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-36846
Andheri (EAST) 36849,"Beside Viraj Towers, Traffic From Sai Wadi Towards Verma Nagar",1560,91.6,53.475,46.525,45,49.8,5.2,51,17,32,35000,5250,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-36849
Andheri (EAST) 37741,"Beside Accelya, Traffic From Powai Towards Andheri East",625,91.6,53.475,46.525,45,49.8,5.2,51,17,32,66000,6500,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37741
Chembur 14380,"Chembur ,From Priyadarshini Towards Dadar, Sion and BKC",1600,83.4,54.054,45.946,50,41,9,64.7,15.3,20,99500,6700,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-14380
Chembur 23181,"Chembur : SCLR Flyover, After Amar Mahal Junction towards EEH",1600,83.4,54.054,45.946,50,41,9,64.7,15.3,20,117500,7150,https://www.themediaant.com/outdoor/hoarding-ghatkopar-east-mumbai-23181
Chembur 23184,"Chembur Flyover : Sukh Shanti Ashram, Traffic from New Bombay to Sion",800,83.4,54.054,45.946,50,41,9,64.7,15.3,20,23500,4500,https://www.themediaant.com/outdoor/hoarding-chembur-east-mumbai-23184
Chembur 36902,"Beside Bhabha Atomic Research Center Quarter, Traffic towards Siddharth Colony",500,83.4,54.054,45.946,50,41,9,64.7,15.3,20,35000,5225,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-36902
Chembur 37925,"Beside Rashtriya Chemicals and Fertilizers Limited, Traffic towards Vikhroli",820,83.4,54.054,45.946,50,41,9,64.7,15.3,20,82000,6950,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-37295
Chembur 37155,"Near Amar Mahal, Chembur, Traffic from Ghatkopar west towards Kurla Highway Crossing",1200,83.4,54.054,45.946,50,41,9,64.7,15.3,20,70000,6550,https://www.themediaant.com/outdoor/hoarding-ghatkopar-east-mumbai-37155
Chembur 37469,"Near Tata Institute of Social Sciences, Traffic from Chembur towards Vashi (RHS)",900,83.4,54.054,45.946,50,41,9,64.7,15.3,20,234000,9550,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-37469
Chembur 36900,"Beside Murli Building Ganpati Temple, Traffic From Munjal Nagar towards Kirol Gaon (LHS)",1680,83.4,54.054,45.946,50,41,9,64.7,15.3,20,31000,4600,https://www.themediaant.com/outdoor/hoarding-ghatkopar-east-mumbai-36900
Chembur 36901,"Beside Bharat Petroleum Metro Station, Traffic from SV Patel Nagar towards Laxmi Colony (LHS)",600,83.4,54.054,45.946,50,41,9,64.7,15.3,20,30000,4725,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-36901
Chembur 36988,"Opposite Maharana Kamath, Traffic From Chembur towards Lalbaug (RHS)",128,83.4,54.054,45.946,50,41,9,64.7,15.3,20,47000,5500,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-36988
"Borivali West , 37149","Near Eskay Resort, Traffic from Lokmanya Tilak Chowk towards Sardar Vallabhai College",1600,92.9,50.15,49.85,45,49.8,5.2,58,27,15,82000,6350,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-37149
Borivali East,Near National Park Flyover,1100,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5650,https://www.themediaant.com/outdoor/hoarding-borivali-mumbai-15597
"Borivali West,36890","Beside Mandpeshwar Nursing Home, Near Daulat Nagar Flyover",800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,30000,5200,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-36890
"Borivali East, 37147",Opposite Borivali East Station,900,92.9,50.15,49.85,45,49.8,5.2,58,27,15,94000,6990,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-37147
"Borivali East, 37193","Near Sanjay Gandhi National Park, Traffic From Borivali Towards Mira Bhayandar",1200,92.9,50.15,49.85,45,49.8,5.2,58,27,15,59000,6330,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-37193
"Borivali West, 37192","Borivali Flyover, from East to West",400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,53000,5925,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-37192
"Borivali East, 37194",Near National Park,800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5500,https://www.themediaant.com/outdoor/hoarding-borivali-mumbai-15598
"Borivali East, 37148","Opposite Rustomjee International School, Borivali East",420,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5620,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-37148
"Borivali West, 36880","Beside LN College, Borivali West",400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5750,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-36880
"Borivali East, 36885",Opposite Borivali Metro Station,400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5660,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36885
"Goregaon West, 36865","Beside Bank of Baroada, Subash Nagar",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,47000,5700,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-36865
"Goregaon West, 36864","Near State Bank of India, Subash Nagar",2400,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,164000,8250,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-36864
"Goregaon West, 37422",Near ACME Industrial Estate,1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,140000,7850,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37422
"Goregaon West, 37520","Beside ACME Industrial Estate, Goregaon West",800,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,76000,6220,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37520
"Goregaon, 37716","Opposite Doodh Sagar CHS, Aarey Flyover",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,164000,8450,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37716
"Goregaon, 36852","Next To Nirlon Knowledge Park B7, Oshiwara",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,59000,5800,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-36852
"Goregaon, 36853","Next To Nirlon Knowledge Park B7, Oshiwara, Mrinaltai Flyover",800,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,140000,7770,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-36853
"Goregaon, 36854","Next To Nirlon Knowledge Park B7, Oshiwara, Mrinal Tai Flyover",800,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,140000,7850,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-36854
"Goregaon, 37267",Near Unify Search Solutions Pvt Ltd,900,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,110000,7350,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37267
"Goregaon West, 36855","Next To RBL Bank, Goregaon Flyover",2025,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,117000,7440,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-36855
Andheri (EAST) 37141,"Near Chakala Ciggerate Company, Traffic from Saki Naka Signal",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,58000,6200,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37141
Andheri (EAST) 37181,"Saki Naka, Traffic From Powai Towards Andheri",800,91.6,53.475,46.525,45,49.8,5.2,51,17,32,59000,6320,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37181
Andheri (EAST) 37740,"Beside Accelya, Traffic From Powai Towards Andheri Flyover",625,91.6,53.475,46.525,45,49.8,5.2,51,17,32,66000,6450,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37740
Andheri (EAST) 37252,"Opposite Glenmark Pharmaceuticals Limited, Traffic from Andheri Flyover",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,164000,8350,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37252
Andheri (EAST) 37715,"Beside JK Regency, Traffic From Vile Parle Towards Andheri Subway",1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,164000,8440,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37715
Chembur 22312,"Chembur Colony, Gidwani Marg, Chembur",148,83.4,54.054,45.946,50,41,9,64.7,15.3,20,6000,3200,https://www.themediaant.com/outdoor/bus-shelter-chembur-east-mumbai-22312
Chembur 22291,"R. K. Studio, V. N. Purav Road, Chembur",118,83.4,54.054,45.946,50,41,9,64.7,15.3,20,23500,4320,https://www.themediaant.com/outdoor/bus-shelter-chembur-east-mumbai-22291
Chembur 28101,"On Eastern Express Highway, SCLR Flyover Traffic ",1600,83.4,54.054,45.946,50,41,9,64.7,15.3,20,60000,5890,https://www.themediaant.com/outdoor/hoarding-chedda-nagar-mumbai-28101
Chembur 23182,"Chembur : SCLR Flyover, Before Amar Mahal Junction",1600,83.4,54.054,45.946,50,41,9,64.7,15.3,20,117000,7560,https://www.themediaant.com/outdoor/hoarding-chedda-nagar-mumbai-23182
Chembur 37475,"Near RK Studio, Traffic From Chembur ",360,83.4,54.054,45.946,50,41,9,64.7,15.3,20,117000,7700,https://www.themediaant.com/outdoor/hoarding-chembur-mumbai-37475
"Borivali East, 36887","Beside Microzyme, Traffic From Ashok Van Towards Devipada",800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,35000,4880,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36887
"Borivali West, 36881","Besides Bank Of Baroda, Traffic From Gokul Dham Society Towards Borivali",820,92.9,50.15,49.85,45,49.8,5.2,58,27,15,53000,5450,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-36881
"Borivali West, 37493","Beside HDFC Bank, Near Chamunda Circle, Traffic From Borivali West Towards Borival",320,92.9,50.15,49.85,45,49.8,5.2,58,27,15,41000,4990,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36877
"Borivali West, 36879","Beside Borivali West Post Office, Traffic From Chikoowadi Towards Magathane",400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,53000,5590,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36889
"Borivali East, 36886",Opposite Borivali Metro Station,400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,35000,4800,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36878
"Borivali East, 36877","Beside BMC Office, Traffic From Magathane Towards Gokul Dham Society",400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,53000,5440,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-37514
"Borivali East, 36889","Beside Microzyme, Traffic From Ashok Van Towards Devipada",800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,35000,4820,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-36882
Chembur 22292,"Maitri Park, V. N. Purav Road, Chembur",148,83.4,54.054,45.946,50,41,9,64.7,15.3,20,23500,4550,https://www.themediaant.com/outdoor/bus-shelter-vn-purab-marg-mumbai-22292
Chembur 22325,"Amar Cinema, Waman Tukaram Patil Marg, Chembur",78,83.4,54.054,45.946,50,41,9,64.7,15.3,20,6000,4200,https://www.themediaant.com/outdoor/bus-shelter-ghatla-mumbai-22325
Chembur 22323,"R.B.I. Quarters, V. N. Purav Road, Chembur",148,83.4,54.054,45.946,50,41,9,64.7,15.3,20,23500,4500,https://www.themediaant.com/outdoor/bus-shelter-chembur-east-mumbai-22323
Chembur 21959,"Chembur Colony, R. C. Chemburkar Road, Chembur",94,83.4,54.054,45.946,50,41,9,64.7,15.3,20,6000,4100,https://www.themediaant.com/outdoor/bus-shelter-chembur-east-mumbai-21959
Chembur 22342,"Ambedkar Udyan, Dayanand Saraswati Marg, Chembur",132,83.4,54.054,45.946,50,41,9,64.7,15.3,20,6000,3000,https://www.themediaant.com/outdoor/bus-shelter-chembur-gaothan-mumbai-22342
Andheri (EAST) 28113,Western Express Highway Andheri Jog Flyover,1600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,140000,7980,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-28113
Andheri (EAST) 28548,Mittal Estate,48,91.6,53.475,46.525,45,49.8,5.2,51,17,32,19000,5250,https://www.themediaant.com/outdoor/bus-shelter-andheri-east-mumbai-28548
Andheri (EAST) 17307,"International Airport Road, Sahar Road",168,91.6,53.475,46.525,45,49.8,5.2,51,17,32,6000,4800,https://www.themediaant.com/outdoor/bus-shelter-andheri-east-mumbai-17307
Andheri (EAST) 33537,"Main Lobby, Hubtown - Ackruti Trade Centre,",28,91.6,53.475,46.525,45,49.8,5.2,51,17,32,10500,4230,https://www.themediaant.com/outdoor/digital-ooh-andheri-east-mumbai-33537
Andheri (EAST) 37140,"Before Andheri Flyover,",600,91.6,53.475,46.525,45,49.8,5.2,51,17,32,100000,6570,https://www.themediaant.com/outdoor/hoarding-andheri-east-mumbai-37140
Mulund 22290,"Johnson & Johnson, L. B. S. Road, Mulund (W)",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,23500,6020,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22290
Mulund 22284,"Maharshi Arvind Chowk, Purshottam Kheraj Road,",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4950,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22284
Mulund 22275,"Hindustan Chowk, Durgha Road, Mulund (W)",142,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4760,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22275
Mulund 22288,"Municipal Garden, Devidayal Road, Mulund (W)",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4130,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22288
Mulund 22269,"Mulund Station (W), N. S. Road, Mulund (W)",94,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4120,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22269
Mulund 22283,"Kalidas Natyagrah, Purshottam Kheraj Road,",189,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,3200,https://www.themediaant.com/outdoor/bus-shelter-mulund-mumbai-22283
Mulund 22280,"E.S.I.S. Hospital, L. B. S. Road, Mulund (W)",94,93.2,51.6,48.4,50,41,9,59.8,19,21.2,23500,4210,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22280
Mulund 22266,"Mulund Station (E), Station Road, Mulund (E)",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4800,https://www.themediaant.com/outdoor/bus-shelter-mulund-east-mumbai-22266
Mulund 22270,"Mulund Station (W), N. S. Road, Mulund (W)",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4900,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22270
Mulund 22277,"Jai Shastri Nagar, Durgha Road, Mulund (W)",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,6000,4950,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22277
Mulund 22289,"Hoechst Co. (Nirmal Lifestyle), L. B. S. Road",148,93.2,51.6,48.4,50,41,9,59.8,19,21.2,23500,4150,https://www.themediaant.com/outdoor/bus-shelter-mulund-west-mumbai-22289
"Goregaon West, 28087",Goregaon Flyover Traffic from Goregaon West towards east,1680,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,60000,5900,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-28087
"Goregaon West, 28433","Goregaon Depot, Outside Vallabh Society, Link Road",56.38,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,19000,4100,https://www.themediaant.com/outdoor/bus-shelter-goregaon-west-mumbai-28433
"Goregaon West, 23494","Siddharth Nagar No.2, P. Kreeda Bhavan, Goregaon West",118,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,4820,https://www.themediaant.com/outdoor/bus-shelter-goregaon-west-mumbai-23494
"Goregaon West, 28434","Oshiwara Link Road, Near Mega Mall, Opposite Oshwira Depot",80,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,19000,4120,https://www.themediaant.com/outdoor/bus-shelter-goregaon-west-mumbai-28434
"Goregaon West, 37512","Beside SRV Hospital, Traffic From Vile Parle Towards Goregaon",200,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,9000,4350,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37512
"Goregaon, 37719","Opposite Rajesh Industries, Traffic From Andheri towards oshiwara",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,10700,6900,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37719
"Goregaon West, 36851","Beside Goregaon Bus Depot, Traffic From Goregaon towards Patliputra",1400,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,59000,5780,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-36851
"Goregaon West, 36858",Beside Autonic Energy Systems Pvt. Ltd.,1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,47000,5650,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-36858
"Goregaon, 37268","Near Lodha Florenza, Traffic From Oshiwara Towards Powai",625,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,88000,6200,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37268
"Goregaon, 37269","Near Lodha Florenza, Traffic From Powai Towards Oshiwara",625,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,88000,6100,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37269
"Goregaon West, 37510","Beside SRV Hospital, Traffic From Vile Parle Towards Goregaon",200,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,9000,4400,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37510
"Goregaon West, 37511","Beside SRV Hospital, Traffic From Vile Parle towards Goregaon",200,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,9000,4400,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37511
"Goregaon West, 37513","Beside SRV Hospital, Traffic From Vile Parle Towards Goregaon West",200,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,9000,4300,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37513
"Goregaon West, 37729","Near Goregaon Bus Depot, Traffic From Oshiwara Towards Goregaon",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,10700,7020,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37729
"Goregaon West, 37730","Opposite PACL India Limited, Traffic From Oshiwara Towards Goregaon",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,10700,6890,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37730
"Cama Industrial Estate, 23524","Telephone Office(nirlon), Service Road, Goregaon East",76,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,4980,https://www.themediaant.com/outdoor/bus-shelter-cama-industrial-estate-mumbai-23524
"Goregaon West, 37512",Beside SRV Hospital,800,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,26000,4460,https://www.themediaant.com/outdoor/hoarding-goregaon-west-mumbai-37512
"Goregaon, 37189","Goregaon ROB, Traffic From Goregaon Towards Oberoi Mall",1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,129000,7600,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37189
"Goregaon, 37731",Near Nirlon Knowledge Park,1400,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,107000,7200,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37731
"Goregaon, 37265",Beside Sun Pharmaceutical Industries Ltd,1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,129000,7650,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37266
"Goregaon, 37720",Opposite Rajesh Industries,1600,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,107000,7200,https://www.themediaant.com/outdoor/hoarding-goregaon-mumbai-37720
"Azad Nagar, Mumbai, 23529","Hanuman Nagar, Filmcity Road, Goregaon East",168,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,5020,https://www.themediaant.com/outdoor/bus-shelter-azad-nagar-mumbai-23529
"Sankalp Colony, 23523","Sankalpa Society, A. K. Vaidya Marg, Goregaon East",168,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,5000,https://www.themediaant.com/outdoor/bus-shelter-sankalp-colony-mumbai-23523
"Goregaon East, 23519","Nsc Centre, Service Road, Goregaon East",152,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,5010,https://www.themediaant.com/outdoor/bus-shelter-goregaon-east-mumbai-23519
"Dindoshi, 23532","Veet Bhatti, A. K. Vaidya Marg, Goregaon East",168,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,17500,7430,https://www.themediaant.com/outdoor/bus-shelter-dindoshi-mumbai-23532
"Shivdarshan Nagar, 23535","Santosh Nagar Ext., Goregaon East",168,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,4960,https://www.themediaant.com/outdoor/bus-shelter-shivdarshan-nagar-mumbai-23535
"Goregaon East, 23520","Nsc Centre, Service Road, Goregaon East",159,90.3,53.8,46.2,45,49.8,5.2,45,16.1,38.9,4500,4980,https://www.themediaant.com/outdoor/bus-shelter-goregaon-east-mumbai-23520
